ID;CSV_ID;ONLINE_CN;NAME;CATEGORIE;POSTAL_ADDRESS;POSTAL_ZIPCODE;POSTAL_CITY;VISIT_ADDRESS;VISIT_ZIPCODE;VISIT_CITY;TELEPHONE_GENERAL;TELEPHONE_MANAGEMENT;TELEPHONE_SALES;FAX;EMAIL;URL;PERSOONSNUMMER;MANAGER_PREFIX;MANAGER_FIRSTNAME;MANAGER_INFIX;MANAGER_LASTNAME;PR_MANAGER_PREFIX;PR_MANAGER_FIRSTNAME;PR_MANAGER_INFIX;PR_MANAGER_LASTNAME;TECHNICIAN_PREFIX;TECHNICIAN_FIRSTNAME;TECHNICIAN_INFIX;TECHNICIAN_LASTNAME;SALESMANAGER_PREFIX;SALESMANAGER_FIRSTNAME;SALESMANAGER_INFIX;SALESMANAGER_LASTNAME;NUMBER_ROOMS;CHAIRS_ROOM_1;CHAIRS_ROOM_2;CHAIRS_ROOM_3;CHAIRS_TOTAL;PROD_HOUSE_COMPANY
15125;957;;Schouwburg De Kring;230;;;;Kerkstraat 1;4701 HT;ROOSENDAAL;0165-555555;;0165-555555;0165-548214;info@schouwburgdekring.nl;www.schouwburgdekring.nl;594;De heer;Ad;van;Terheijden;Mevrouw;Simone;;Kort;De heer;Joop;van;Buitenen;Mevrouw;Simone;;Kort;2;849;220;0;1069;
15126;958;;Schouwburg De Lawei;230;Postbus 31;9200 AA;DRACHTEN;Burg. Wuiteweg 24;9203 KL;DRACHTEN;0512-335000;;0512-335050;0512-335090;info@lawei.nl;www.lawei.nl;474;De heer;Stef;;Avezaat;Mevrouw;Wilma;;Douma;De heer;Robert;;Vonkeman;Mevrouw;Maaike;;Westra-Rundberg;2;844;492;0;1336;
15127;959;;Schouwburg De Meerse;230;;;;Raadhuisplein 3;2132 TZ;HOOFDDORP;023-5563700;;023-5563707;023-5628015;info@demeerse.com;www.demeerse.com;11421;De heer;Joep;van;Dijk;Mevrouw;Katja;;Brenninkmeijer;De heer;Maarten;;Verheggen;Mevrouw;Charlotte;;Veen;3;520;280;100;900;
15128;960;;Schouwburg De Nieuwe Doelen;230;;;;Haarstraat 64;4201 JD;GORINCHEM;0183-692220;;0183-692222;0183-637046;kassa@denieuwedoelen.nl;www.denieuwedoelen.nl;6879;De heer;Rob;van;Wijk;Mevrouw;Marianne;van;Eek;De heer;Roel;;Tor;Mevrouw;Annemarie;de;Stigter;1;550;0;0;550;
15052;3804;;Parkgebouw Rijssen;229;;;;Oosterhofweg 49;7461 BT;RIJSSEN;0548-544140;;;0548-854826;info@parkgebouw.nl;www.parkgebouw.nl;8796;De heer;Ton;van;Rheenen;Mevrouw;Tanja;;Zwiers;De heer;Marcel;;Havekamp;Mevrouw;Annet;;Hase;0;0;0;0;0;
15053;4004;;Stichting Hoftheater;229;Knapenveldsweg 3;8102 RR;RAALTE;Knapenveldsweg 3;8102 RR;RAALTE;0572-361361;;0572-352406;;info@hoftheater.nl;www.hoftheater.nl;4448;De heer;Jos;van den;Born;Mevrouw;Eline;;Koenjer-Dinkelberg;;;;;;;;;0;0;0;0;0;
15054;2686;;Figi Hotel/Theater;229;;;;Het Rond 2;3701 HS;ZEIST;030-6927400;;;030-6927468;info@figi.nl;www.figi.nl;10637;De heer;Gerard;;Ruijs;Mevrouw;Coco;;Michels;;;;;t.a.v.;;;Hoofd kassa;0;0;0;0;0;
15055;1246;;Theater Hof 88;229;;;;Elisabethhof 4;7607 ZD;ALMELO;0546-850338;;0546-850264;0546-852579;info@hof88.nl;www.hof88.nl;10666;De heer;Joris;;Kemps;Mevrouw;Ancilla;;Abbink;;;;;t.a.v.;;;Hoofd kassa;2;166;200;0;366;
15056;4047;;Tramwerkplaats v/h De Klinker Oostelijk Groningen;229;;;;Havenstraat West 3;9672 BB;WINSCHOTEN;0597-434885;;0597-434885;;info@tramwerkplaats.nl;www.tramwerkplaats.com;10911;Mevrouw;Tineke;;Abelen;;;;;De heer;Ipo;;Oosterhuis;;;;;0;0;0;0;0;
15057;3913;;Stichting Cool kunst en cultuur Centrum voor kunst en cultuur;230;;;;Coolplein 1;1703 XC;HEERHUGOWAARD;072-5347662;;072-5347662;072-5760959;cool@coolheerhugowaard.nl;www.coolheerhugowaard.nl;11814;Mevrouw;Mirjam;van der;Linden;Mevrouw;Eefje;de;Groot;De heer;Rob;;Scheeren;Mevrouw;Eefje;de;Groot;2;550;0;0;0;
15058;3444;;Oude Luxor Theater;230;;;;Kruiskade 10;3012 EH;ROTTERDAM;010-2701022;;010-4843333;010-2701039;olx@luxortheater.nl;www.luxortheater.nl;7745;De heer;Rob;;Wiegman;Mevrouw;Pauline;;Ouwerkerk;De heer;Fred;;Tamminga;t.a.v.;;;Hoofd kassa;1;800;0;0;800;
15059;3956;;De Lindenberg, Huis voor de Kunsten;229;Postbus 578;6500 AN;NIJMEGEN;Ridderstraat 23;6511 TM;NIJMEGEN;024-3273911;;;024-3273747;info@delindenberg.com;www.delindenberg.com;9364;De heer;Bart;;Vaessen;De heer;;van de;Ven;;;;;;;;;3;72;400;144;616;
15060;29;;Theater Sneek Sneker Simmer;229;Postbus 10000;8600 HA;SNEEK;Kerkgracht 9;8601 EC;SNEEK;0515-430580;;;;info@theatersneek.nl;www.theatersneek.nl;8683;De heer;Ben;van der;Knaap;Mevrouw;Anne Marie;;Dros;De heer;Henk;;Wessels;;;;;1;600;0;0;600;
15061;79;;Beatrix Theater;230;Postbus 2454;3500 GL;UTRECHT;Mineurslaan 9;3521 AG;UTRECHT;030-7990799;;;030-7990798;info@beatrixtheater.nl;www.beatrixtheater.nl;5808;Mevrouw;Tanja;;Dik;Mevrouw;Kassandra;;Dommisse-Reebergen;De heer;Walter;;Duim;Mevrouw;Marije;;Vennik;1;1528;0;0;1528;
15062;101;;BIMhuis Stichting Jazz Amsterdam;230;;;;Piet Heinkade 3;1019 BR;AMSTERDAM;020-7882150;;020-7882188;020-7882180;info@bimhuis.nl;www.bimhuis.nl;11655;Mevrouw;Manon;;Koers;De heer;Chiel;;Zwinkels;De heer;Jurre;;Wieman;De heer;Chiel;;Zwinkels;1;220;0;0;220;
15063;160;;Theater het Kielzog Kunstencentrum;230;Postbus 75;9600 AB;HOOGEZAND-SAPPEMEER;Gorecht Oost 157;9603 AE;HOOGEZAND-SAPPEMEER;0598-373777;;0598-373777;0598-373775;info@kielzog-ckc.nl;www.kielzog-ckc.nl;11671;Mevrouw;Hendrike;;Schut;Mevrouw;Ilse;;Kranenburg;De heer;Arnold;;Groen;Mevrouw;Paulien;de;Wit;2;450;125;0;575;
15064;164;;ChassÃ© Theater N.V.;230;Postbus 1135;4801 BC;BREDA;Claudius Prinsenlaan 8;4811 DK;BREDA;076-5303100;;076-5303132;076-5303190;theater@chasse.nl;www.chasse.nl;1162;De heer;Cees;;Langeveld;Mevrouw;Geesje;;Prins;De heer;Jos;de;Roos;Mevrouw;Marianne;;Verhagen;3;1438;690;190;2318;
15065;186;;Concert- en congresgebouw De Doelen;230;Postbus 972;3000 AZ;ROTTERDAM;Kruisstraat 2;3012 CT;ROTTERDAM;010-2171700;;010-2171717;010-2130913/-4332237;directie@dedoelen.nl;www.dedoelen.nl;440;De heer;GabriÃ«l;;Oostvogel;De heer;Mathijs;;Bouwman;De heer;Bram;;Ruitenbeek;t.a.v.;;;Hoofd kassa;5;2260;714;750;3724;
15066;3165;;Zeeland Nazomer Festival Theaterproductiehuis Zeelandia;230;Hoogstraat 18-20;4331 KR;MIDDELBURG;Hoogstraat 18-20;4331 KR;MIDDELBURG;0118-681100;;;0118-681700;info@theaterzeelandia.nl;www.theaterzeelandia.nl;10631;De heer;Henk;;Schoute;Mevrouw;Linda;;Molenaar;De heer;Pieter;;Ventevogel;;;;;0;0;0;0;0;
15067;211;;Stichting Cascade;229;Postbus 157;3340 AD;HENDRIK IDO AMBACHT;Hoge Kade 50;3341 BE;HENDRIK IDO AMBACHT;078-6819230;;;078-6812501;info@stichting-cascade.nl;www.stichting-cascade.nl;10746;De heer;Joop;;Bijl;Mevrouw;Nienke;;Helmink;De heer;Remko;van;Es;Mevrouw;Elza;;Scheurwater;1;275;0;0;275;
15068;213;;De Molenberg;230;;;;Molenberg 11;9934 CG;DELFZIJL;0596-614000;;0596-614000;0596-614920;info@demolenberg.nl;www.demolenberg.nl;451;De heer;DaniÃ«l;;Wever;;;;;De heer;Jeroen;;Balkema;De heer;Bert;;Bos;1;530;0;0;530;
15069;215;;Theater de Speeldoos, centrum voor kunst en cultuur;230;;;;Rembrandtlaan 35;3741 TA;BAARN;035-5420847;;035-5418050;035-5422163;info@speeldoosbaarn.nl;www.speeldoosbaarn.nl;9762;Mevrouw;Francine;;Boske;;;;;De heer;Leo;;Gaarenstroom;t.a.v.;;;Hoofd kassa;2;340;120;0;460;
15070;218;;Theater Harderwijk;229;Postbus 95;3840 AB;HARDERWIJK;Verkeersweg 1;3842 LC;HARDERWIJK;0341-416447;;0341-416447;0341-492925;info@theaterharderwijk.nl;www.theaterharderwijk.nl;11573;Mevrouw;Jessica;;Kroeske;Mevrouw;Marleen;;Lam;;;;;;;;;1;576;0;0;576;
15071;931;;Rotterdam Festivals;229;Postbus 21362;3001 AJ;ROTTERDAM;Stationsplein 45;3013AK;ROTTERDAM;010-4332511;;010-2400166;010-2400883;rf@rotterdamfestivals.nl;www.rotterdamfestivals.nl;749;De heer;Johan;;Moerman;Mevrouw;Cynthia;;Dekker;;;;;t.a.v.;;;Hoofd kassa;0;0;0;0;0;
15072;222;;Theater Aan de Slinger Stichting Aan de Slinger;230;Postbus 105;3990 DC;HOUTEN;De Slinger 40;3995 DE;HOUTEN;030-6351024;;;030-6350225;info@theateraandeslinger.nl;www.theateraandeslinger.nl;8598;De heer;Arjen;;Berendse;Mevrouw;Hanneke;;Hartman;De heer;Mike;van;Dijk;Mevrouw;Ella;;Butselaar;1;300;0;0;300;
15073;248;;De Brakke Grond, Vlaams Cultuurhuis;229;;;;Nes 45;1012 KD;AMSTERDAM;020-6229014;;020-6266866;020-6253279;info@brakkegrond.nl;www.brakkegrond.nl;1147;Mevrouw;Leen;;Laconte;Mevrouw;Bettina;;Lorsheijd;De heer;Erik;;Koletzki;Mevrouw;Kris;;Peeters;2;120;180;0;300;
15074;254;;De Hanzehof Theater en congrescentrum;230;;;;Coehoornsingel 1;7201 AA;ZUTPHEN;0575-512013;;0575-512013;0575-511679;info@hanzehof.nl;www.hanzehof.nl;467;De heer;Rob;van;Steen;Mevrouw;Daphne;;Scholting;De heer;Cor;;Provoost;Mevrouw;Tessa;;Oostergetel;2;600;426;0;1026;
15075;255;;De Hofnar cultuurcentrum;230;Postbus 773;5550 AT;VALKENSWAARD;De Hofnar 10;5554 DA;VALKENSWAARD;040-2074010;;040-2074020;040-2074029;info@hofnar.nl;www.hofnar.nl;5795;Mevrouw;Tineke;;Maas;Mevrouw;;;Neve;De heer;John;van;Mulken;Mevrouw;Vera;van;Horssen;1;435;0;0;435;
15076;259;;De Kleine Komedie;230;;;;Amstel 56 -58;1017 AC;AMSTERDAM;020-6265917;;020-6240534;020-6228492;algemeen@dekleinekomedie.nl;www.dekleinekomedie.nl;8039;Mevrouw;Vivienne;;Ypma;De heer;Thomas;;Bruining;De heer;Jacques;;Visser;Mevrouw;Bianca;;Derwort;1;500;0;0;500;
15077;261;;Theater de Koornbeurs;230;Postbus 97;8800 AB;FRANEKER;Noord 2;8801 KP;FRANEKER;0517-396363;;0517-396363;0517-394839;post@theaterdekoornbeurs.nl;www.theaterdekoornbeurs.nl;3743;De heer;Rob;;Roos;Mevrouw;Griet;;Scheen;De heer;Alrik;;Bosgraaf;Mevrouw;Griet;;Scheen;1;502;0;0;502;
15078;264;;Theater de Maaspoort;230;Postbus 333;5900 AH;VENLO;Oude Markt 33;5911 HH;VENLO;077-3207216;;077-3207207;077-3544220;maaspoort@maaspoort.nl;www.maaspoort.nl;5903;De heer;Leon;;Thommassen;Mevrouw;Anja;;Broekman;De heer;Hay;;Jacobs;Mevrouw;Helga;;Janssen;3;764;220;350;1334;
15079;265;;De Meerpaal BV;230;Postbus 92;8250 AB;DRONTEN;De Rede 80 -82;8251 EX;DRONTEN;0321-388777;;0321-388770;0321-312584;info@meerpaal.nl;www.meerpaal.nl;2424;Mevrouw;Ellen;;Kruize;t.a.v.;;;Hoofd PR & Marketing;De heer;Rien;van de;Belt;De heer;Ynte;;Kingma;3;681;153;1500;2334;
15080;267;;Meervaart;230;;;;Meer en Vaart 300;1068 LE;AMSTERDAM;020-4107700;;020-4107777;020-4107789;info@meervaart.nl;www.meervaart.nl;476;De heer;Bert;;Liebregs;Mevrouw;Willemien;van;Lith;De heer;Martin;;Keereweer;Mevrouw;Malika;;Oukil;2;800;257;0;1057;
15081;268;;Westland Theater De Naald;230;;;;Stokdijkkade 3;2671 GW;NAALDWIJK;0174-636909;;0174-636900;0174-625914;secretariaat@naald.nl;www.naald.nl;1043;De heer;Nico;;Baars;Mevrouw;Joke;;Verbruggen;De heer;Otto;;Freutel;Mevrouw;Henny;van der;Klaauw;2;494;120;0;614;
15082;276;;De Oosterpoort & de Stadsschouwburg /Kruithuis;230;Postbus 775;9700 AT;GRONINGEN;Trompsingel 27/ Turfsingel 86 (sch);9724 DA;GRONINGEN;050-3680111;;050-3680368;050-3680120;info@opsb.groningen.nl;www.de-oosterpoort.nl;6714;Mevrouw;Nynke;;Stellingsma;Mevrouw;Elly;;Jonker;De heer;Bart;;Reinink;;;;;4;1200;450;770;2420;
15083;279;;De ReeHorst;230;;;;Bennekomseweg 24;6717 LM;EDE;0318-750300;;0318-750332;0318-750301;theater@reehorst.nl;www.reehorst.nl;2311;Mevrouw;Marjan;;Rogier-Walraven;;;;;De heer;Maurice;;Willems;De heer;Ronald;van;Beek;1;425;0;0;0;
15084;280;;De Rijswijkse Schouwburg;230;;;;Generaal Spoorlaan 10;2283 GM;RIJSWIJK;070-3360077;;070-3360336;070-3360654;info@rijswijkseschouwburg.nl;www.rijswijkseschouwburg.nl;9697;De heer;Ruud;;Kuper;Mevrouw;Pamela;;Rijnenberg;De heer en mevr;;t.a.v.;Hoofd techniek;De heer;AndrÃ©;;Kort;2;688;127;0;815;
15085;292;;Deventer Schouwburg;230;Postbus 555;7400 AN;DEVENTER;Leeuwenbrug 2;7411 TJ;DEVENTER;0570-683555;;0570-683500;0570-683525;info@deventerschouwburg.nl;www.deventerschouwburg.nl;918;De heer;Alex;;KÃ¼hne;Mevrouw;Marleen;van;Essen;De heer;Charles;;Haverhoek;Mevrouw;Miranda;;Pereboom;2;775;240;0;1015;
15086;380;;Fortis Circustheater;230;Postbus 87899;2508 DG;DEN HAAG;Circusstraat 4;2586 CW;DEN HAAG;070-4167600;;070-4167633;070-3584551;info@circustheater.nl;www.circustheater.nl;5672;Mevrouw;Tanja;;Dik;Mevrouw;Kassandra;;Dommisse-Reebergen;De heer;Ferry;;Lemmers;Mevrouw;Jannie;;Ziane;1;1793;0;0;1793;
15087;381;;Theater aan de Schie;230;Postbus 414;3100 AK;SCHIEDAM;Stadserf 1;3112 DZ;SCHIEDAM;010-2462555;;010-2467467;010-4260513;info@theateraandeschie.nl;www.theateraandeschie.nl;523;De heer;Frank;;Lissenburg;Mevrouw;Anita;van der;Linden;De heer;Richard;;Bas;De heer;Hans;van der;Linden;2;702;204;0;906;
15088;408;;De Goudse Schouwburg;230;Postbus 787;2800 AT;GOUDA;Boelekade 67;2806 AE;GOUDA;0182-513353;;0182-513750;0182-580881;info@goudseschouwburg.nl;www.goudseschouwburg.nl;536;Mevrouw;Nel;;Oskam-van den Berg;Mevrouw;Anya;;Tuit;De heer;Robert;;Baaij;De heer;Andre;van;Toor;2;815;233;0;1048;
15089;438;;Het Concertgebouw N.V.;230;;;;Concertgebouwplein 2 -6;1071 LN;AMSTERDAM;020-5730573;;0900-6718345;020-5730570;concertgebouw@concertgebouw.nl;www.concertgebouw.nl;9182;drs.;Gea;;Zantinge;De heer;Pieter;van;Diepen;;;;;;;;;2;2037;478;0;2515;
15090;449;;Het Muziektheater Amsterdam;230;Postbus 16822;1001 RH;AMSTERDAM;Waterlooplein 22;1011 PG;AMSTERDAM;020-5518911;;020-6255455;020-5518068;info@het-muziektheater.nl;www.hetmuziektheater.nl;6643;Mevrouw;Marion;;Cornelissen;;;;;De heer;Frans;;Huneker;De heer;Mattijn;;Hallers;1;1600;0;0;1600;
15091;463;;Zaantheater;230;;;;Nicolaasstraat 3;1506 BB;ZAANDAM;075-6555345;;075-6555333;075-6555300;info@zaantheater.nl;www.zaantheater.nl;565;De heer;Piet;de;Koning;Mevrouw;Ceciel;;Kockelmans;De heer;Steven;;Houtman;t.a.v.;;;Hoofd kassa;2;890;200;0;1090;
15092;530;;Isala Theater;230;Postbus 222;2900 AE;CAPELLE A/D IJSSEL;Stadsplein 5;2903 HH;CAPELLE A/D IJSSEL;010-4586300;;010-4586400;010-4586111;info@isalatheater.nl;www.isalatheater.nl;11271;De heer;Aad;van;Hulst;Mevrouw;Jobien;;Rentmeester;De heer;Bert;;Zielhuis;Mevrouw;Lia;de;Boer;2;512;120;0;632;
15093;575;;Keizer Karel Podia;230;Postbus 364;6500 AJ;NIJMEGEN;Keizer Karelplein 32 H/2D;6511 NH;NIJMEGEN;024-3228344;;024-3221100;024-3222465;kassa@keizerkarelpodia.nl;www.keizerkarelpodia.nl;785;De heer;Benjamin;;Koolstra;De heer;Gerard;;Fasel;De heer;Ed;van den;Berg;Mevrouw;Monika;;Scheers;4;1500;950;600;3050;
15094;578;;Kennemer Theater;230;;;;Kerkplein 1;1941 HD;BEVERWIJK;0251-220342;;0251-221453;0251-223741;info@kennemertheater.nl;www.kennemertheater.nl;606;De heer;Arjaen;;Kersten;Mevrouw;Loes;;Hartog;De heer;Willem;;Volger;Mevrouw;Loes;;Hartog;2;637;188;0;825;
15095;585;;Tropentheater;229;Postbus 95001;1090 HA;AMSTERDAM;Linnaeusstraat 2 / Mauritskade 63;1092 AD;AMSTERDAM;020-5688451;;020 - 5688 500;020-5688384;tropentheater@kit.nl;www.tropentheater.nl;10968;De heer;Rien;;Vrijenhoek;;;;;De heer;Frits;van den;Akker;Mevrouw;Deborah;;Klumperbeek;2;450;185;0;635;
15096;596;;Koninklijk Theater CarrÃ©;230;Postbus 20202;1000 HE;AMSTERDAM;Amstel 115 -125;1018 EM;AMSTERDAM;020-5249494;;0900-2525255;020-5249442;info@theatercarre.nl;www.theatercarre.nl;613;De heer;Hein;;Jens;Mevrouw;Priscilla;;Wattimena;De heer;Hans;;Petter;Mevrouw;Carry;van der;Sleen;2;1997;100;0;2097;
15097;597;;Koninklijke Schouwburg;230;;;;Korte Voorhout 3;2511 CW;DEN HAAG;070-3565356;;0900-3456789;070-3617455;info@ks.nl;www.ks.nl;614;De heer;Oscar;;Wibaut;Mevrouw;Joyce;;Lenssen;De heer;Martin;;Haars;De heer;Jan-Willem;;Back;2;680;70;0;750;
15098;620;;LAKtheater;230;Postbus 9515;2300 RA;LEIDEN;Cleveringaplaats 1;2311 BD;LEIDEN;071-5126885;;071-5124890;071-5272361;info@laktheater.nl;www.laktheater.nl;620;De heer;Roland;;Helmer;De heer;Maarten;;Baanders;De heer;Jeroen;;Haars;Mevrouw;Annemiek;van;Dam;1;244;0;0;244;
15099;625;;Stadspodia Leiden Leidse Schouwburg & Stedelijk Concertgebouw Leiden;230;;;;Oude Vest 43;2312 XS;LEIDEN;071-5163899;;0900-9001705;071-5163877;post@stadspodia.nl;www.stadspodia.nl;11068;De heer;Bart;van;Mossel;;;;;;;;;;;;;1;525;0;0;525;
15100;635;;Schouwburg Lochem;230;;;;Oosterwal 22;7241 AR;LOCHEM;0573-250051;;0573-251081;0573-253292;info@schouwburglochem.nl;www.schouwburglochem.nl;633;Mevrouw;Mirjam;;Radstake;Mevrouw;Esther;van den;Berg;De heer;Peter;;Langeveld;Mevrouw;Carolien;van;Heuven;1;419;0;0;419;
15101;643;;SEM Lucent Danstheater/dr Anton Philipszaal;230;Postbus 11543;2502 AM;DEN HAAG;Spuiplein 150 -152;2511 BE;DEN HAAG;070-8800300;;070-8800333;070-3622773;informatie@dapz.ldt.nl;www.dapz.ldt.nl;4370;Mevrouw;Saskia;;Kriekhaus;De heer;Maurice;;Brederode;De heer;Albert;;Zwarts;Mevrouw;Nel;;Koenders;1;1001;0;0;1001;
15102;646;;LUX VillaLUX;230;Postbus 1155;6501 BD;NIJMEGEN;Marienburg 38 -39;6511 PS;NIJMEGEN;024-3221612;;0900-5894636;024-3601407;info@lux-nijmegen.nl;www.lux-nijmegen.nl;11755;De heer;Oeds;;Westerhof;Mevrouw;Michele;;Bouwmans;Mevrouw;Helen;de;Vries;Mevrouw;Ineke;;Cruysen;1;197;0;0;197;
15177;1227;;Theater de Speeldoos;230;;;;Vliertstraat 6;5261 EL;VUGHT;073-6565588;;073-6565588;073-6568186;info@theaterdespeeldoos.nl;www.theaterdespeeldoos.nl;6225;De heer;Harry;;Salfischberger;Mevrouw;Karlijne;;Janssen;De heer;Beus;van;Halen;Mevrouw;Gerda;;Scherphof;1;321;0;0;321;
15178;1228;;Theater de Stoep;230;Postbus 25;3200 AA;SPIJKENISSE;Groenoordweg 1;3201 LV;SPIJKENISSE;0181-652250;;0181-652200;0181-652269;stoep@spijkenisse.nl;www.destoep.nu;876;De heer;Reggy;;Barra;Mevrouw;Silvia;van der;Meer;De heer;Marcel;;Veltman;Mevrouw;Irma;;Stouy;1;410;0;0;410;
15179;1229;;Theater en Congrescentrum De Tamboer;230;Postbus 717;7900 AS;HOOGEVEEN;Hoofdstraat 17;7902 EA;HOOGEVEEN;0528-280190;;0528-280180;0528-279215;info@detamboer.nl;www.detamboer.nl;11784;De heer;Jaap;van;Oostrum;Mevrouw;Tris;van der;Wal;De heer;Herman;;Boer;Mevrouw;Jeanette;;Mulder-Wams;2;800;400;0;1200;
15180;1233;;Theater de Vest;230;Postbus 24;1800 AA;ALKMAAR;Canadaplein 2;1811 KE;ALKMAAR;072-5489888;;072-5489999;072-5489901;devest@alkmaar.nl;www.theaterdevest.nl;879;De heer;Peter;;Blaauboer;Mevrouw;Elianne;van;Diepen;De heer;Martin;;LÃ¼rsen;Mevrouw;Yvonne;;Ligtenberg;2;660;255;0;915;
15181;1234;;Theater de Veste;230;Asvest 1;2611 PK;DELFT;Vesteplein 1;2611 WG;DELFT;015-2131523;;015-2121312;015-2123817;info@theaterdeveste.nl;www.theaterdeveste.nl;887;De heer;Jan;;Bartels;De heer;Jasper;;Weck;De heer;Joris;van;Rossem;Mevrouw;Inca;;Bakker;2;520;80;0;600;
15182;1235;;Theater De Voorveghter;230;;;;Badhuisplein 3;7772 XA;HARDENBERG;0523-280330;;0523-280350;0523-268106;info@voorveghter.nl;www.voorveghter.nl;5659;De heer;Jan;;Kroesen;Mevrouw;Annelies;;Levison;De heer;Casjan;;Berends;Mevrouw;Germa;;Hakkers;2;500;142;0;642;
15183;1237;;Theater De Willem;230;Postbus 192;3350 AD;PAPENDRECHT;Van der Palmstraat 2;3351 HA;PAPENDRECHT;078-6411421;;078-6158226;078-6411316;reserveren@theaterdewillem.nl;www.theaterdewillem.nl;882;De heer;Erik;;Groeneweg;;;;;De heer;Sensol;;ÃœnlÃ¼tÃ¼rk;;;;;1;470;0;0;470;
15184;1238;;Nieuwe Nobelaer, afdeling theater;230;Postbus 109;4870 AC;ETTEN-LEUR;Anna van Berchemlaan 2;4872 XE;ETTEN-LEUR;076-5034350;;076-5034350;076-5034034;info@nieuwenobelaer.nl;www.nieuwenobelaer.nl;883;De heer;Gerard;;Hogeman;Mevrouw;Claudia;;Verlind;;;;;;;;;2;670;125;0;795;
15185;1239;;Theater en Kunstencentrum De Kom;230;Postbus 525;3430 AM;NIEUWEGEIN;Passage 100;3431 LR;NIEUWEGEIN;030-6055797;;030-6045554;030-6046555;aandekom@dekom.nl;www.dekom.nl;868;De heer;Roel;;Rasker;Mevrouw;Elise;;Stegeman;De heer;Henk;;Daanen;Mevrouw;Lucia;;Kroezen;2;400;60;0;460;
15186;1241;;Theater Geert Teis;230;Postbus 26;9500 AA;STADSKANAAL;Geert Teisplein 2;9501 VL;STADSKANAAL;0599-631777;;0599-631731;0599-631741;teis@stadskanaal.nl;www.theatergeertteis.nl;884;De heer;BÃ©;;Lamberts;De heer;Harm-Jan;;Riksen;De heer;Henk;;Geerdink;Mevrouw;;;Pomp;1;629;0;0;629;
15187;1245;;Theater Het Kruispunt;230;;;;Middenbaan 111;2991 CS;BARENDRECHT;0180-642164;;0180-615958;0180-616246;info@theaterhetkruispunt.nl;www.hetkruispunt.nl;4598;Mevrouw;Anne Marie;;Kalkman;Mevrouw;Anne;;Vrolijk;De heer;;;Messemaker;De heer;Lia;;Groenedijk;1;504;0;0;504;
15188;1249;;Theater Junushoff;230;Postbus 538;6700 AM;WAGENINGEN;Plantsoen 3;6701 AS;WAGENINGEN;0317-417622;;0317-465500;0317-424712;info@junushoff.nl;www.junushoff.nl;11785;Mevrouw;Dorien;van der;Laak;Mevrouw;Jenny;;Beuving;De heer;Jeroen;;Smit;Mevrouw;Jenny;;Beuving;2;647;195;0;842;
15189;1251;;LantarenVenster;230;;;;Otto Reuchlinweg 996;3072 MD;ROTTERDAM;010-2772266;;010-2772277;vervallen;mail@lantaren-venster.nl;www.lantaren-venster.nl;11815;De heer;Krijn;;Meerburg;;;;;De heer;Willem;;Jeelof;Mevrouw;Lucy;;Zwinkels;2;184;92;0;276;
15190;1253;;Theater Markant NV;230;Postbus 450;5400 AL;UDEN;Markt 32;5401 GP;UDEN;0413-264588;;0413-256110;0413-257073;markant-uden@theatermarkant.nl;www.theatermarkant.nl;893;Mevrouw;Marjorie;van;Geenhuizen;Mevrouw;Saskia;;Barendse;De heer;Dolf;de;Mooy;Mevrouw;;;Aerts;1;683;0;0;683;
15191;1262;;Spant!;230;;;;Dr. A. Kuyperlaan 3;1402 SB;BUSSUM;035-6933254;;035-6913949;035-6932854;info@spant.org;www.spant.org;8937;De heer;Paul;;Haighton;Mevrouw;Renate;;Bouwman;De heer;Peter;;Wortel;Mevrouw;Ineke;;Sol;2;779;220;0;999;
15192;1263;;Theater 't Speelhuis;230;Postbus 454;5700 AL;HELMOND;Speelhuisplein 2;5701 RE;HELMOND;0492-587000;;0492-587000;0492-845945;info@theaterspeelhuis.nl;www.theaterspeelhuis.nl;896;De heer;Theo;;Inniger;De heer;Loek;;Muijsenberg;De heer;Theo;;Pluijm;Mevrouw;Hera;;Bombeeck;1;430;0;0;0;
15193;1264;;Theater 't Voorhuys;230;;;;Beursstraat 1;8302 CW;EMMELOORD;0527-698657;;0527-699907;0527-620573;info@theater-voorhuys.nl;www.theater-voorhuys.nl;897;Mevrouw;Joke;van de;Grootevheen;Mevrouw;Diana;;Vries;De heer;Jan;;Passies;Mevrouw;Jelma;;Coopinga;3;515;0;100;0;
15194;1268;;Stadsgehoorzaal Vlaardingen;230;;;;Schiedamseweg 51;3134 BB;VLAARDINGEN;010-4340399;;010-4340500;010-4604225;info@stadsgehoorzaal.nl;www.stadsgehoorzaal.nl;786;Mevrouw;Sandra;;Bruinsma;Mevrouw;Lilian;van;Duijvenbode;;;;;;;;;2;670;170;0;840;
15195;1272;;Theater Zuidplein;230;;;;Zuidplein 60 -64;3083 CW;ROTTERDAM;010-2030207;;010-2030203;010-2030206;info@theaterzuidplein.nl;www.theaterzuidplein.nl;890;Mevrouw;Doro;;Siepel;Mevrouw;Joyce;van;Dongen;De heer;Dirk;van der;Riet;Mevrouw;Tamara;;Kara;2;614;160;0;774;
